cutoff,battery_id,policy,method,selected_config,inner_RMSE,candidate_count,exact_peer_count,reference_count,used_peer_count,effective_peer_count
50,48,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":20,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":1.5}",0.0007333635578464419,18,6,39,6,4.190445380673535
50,48,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011212585957353833,18,6,39,6,2.7997140964405824
50,48,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.000865281808487732,18,6,39,39,14.343662360635735
50,49,4_8C_80PER_4_8C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011184773543127101,6,4,39,4,2.22933867962981
50,49,4_8C_80PER_4_8C_NEWSTRUCTURE,slope,"{""L"":20,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":1.5}",0.0007283217097102862,18,4,39,4,3.40601339438814
50,49,4_8C_80PER_4_8C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011192711775902234,18,4,39,4,2.305490414585102
50,49,4_8C_80PER_4_8C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0008630243467693808,18,4,39,39,10.43539309891188
75,1,3_6C-80PER_3_6C,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011605165694374558,6,1,39,1,1.0
75,1,3_6C-80PER_3_6C,slope,"{""L"":20,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007363457142258731,18,1,39,1,1.0
75,1,3_6C-80PER_3_6C,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011604596032052442,18,1,39,1,1.0
75,1,3_6C-80PER_3_6C,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009118255488690712,18,1,39,39,5.407986609651829
75,3,3_6C-80PER_3_6C,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001161859974739247,6,1,39,1,1.0
75,3,3_6C-80PER_3_6C,slope,"{""L"":20,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.000736334680887121,18,1,39,1,1.0
75,3,3_6C-80PER_3_6C,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011617450912612573,18,1,39,1,1.0
75,3,3_6C-80PER_3_6C,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009185657515289696,18,1,39,39,7.313019886557013
75,4,80PER_3_6C,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0006161852848338796,6,1,39,1,1.0
75,4,80PER_3_6C,slope,"{""L"":30,""clip_high"":1.5,""clip_low"":0.5,""tau_scale"":0.75}",0.0003761003340631163,18,1,39,1,1.0
75,4,80PER_3_6C,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0006146281304185028,18,1,39,1,1.0
75,4,80PER_3_6C,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0006224523208202428,18,1,39,39,6.3260501533115585
75,6,80PER_3_6C,trajectory,"{""L"":50,""tau_scale"":0.75}",0.0007977694364296098,6,1,39,1,1.0
75,6,80PER_3_6C,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0005777499227069898,18,1,39,1,1.0
75,6,80PER_3_6C,multivariate,"{""L"":50,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0008235178284217035,18,1,39,1,1.0
75,6,80PER_3_6C,soft_policy,"{""L"":30,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009070747935716673,18,1,39,39,8.144083687857671
75,7,4_8C_80PER_4_8C,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001162635141934322,6,1,39,1,1.0
75,7,4_8C_80PER_4_8C,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007676432551874873,18,1,39,1,1.0
75,7,4_8C_80PER_4_8C,multivariate,"{""L"":20,""dynamic_weight"":1.0,""tau_scale"":1.5}",0.0011644715346442712,18,1,39,1,1.0
75,7,4_8C_80PER_4_8C,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009049047656839981,18,1,39,39,10.28567342668059
75,8,4_8C_80PER_4_8C,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001130312134321444,6,1,39,1,1.0
75,8,4_8C_80PER_4_8C,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.000745495121213414,18,1,39,1,1.0
75,8,4_8C_80PER_4_8C,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011303004052773307,18,1,39,1,1.0
75,8,4_8C_80PER_4_8C,soft_policy,"{""L"":30,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0008674541594515619,18,1,39,39,8.226671720252796
75,12,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001163221118397869,6,6,39,6,2.8202278165314527
75,12,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":1.5}",0.0007408696796472764,18,6,39,6,4.874111748594056
75,12,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011620000364592205,18,6,39,6,4.4520608520587075
75,12,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009129731311503012,18,6,39,39,11.328334428354834
75,13,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011625154470249262,6,6,39,6,3.1009692980737555
75,13,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007422302634588217,18,6,39,6,2.9498762762711945
75,13,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.00116172281551121,18,6,39,6,2.9871787484824845
75,13,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009101570962326512,18,6,39,39,13.310389998332525
75,15,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011634748697091986,6,6,39,6,2.974765141204034
75,15,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":1.5}",0.0007451723399166746,18,6,39,6,4.766578217385696
75,15,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011634814785354446,18,6,39,6,2.996151924944033
75,15,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009128314213598569,18,6,39,39,13.648646408036594
75,17,4_8C_80PER_4_8C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011619308629049834,6,4,39,4,1.8726574268482483
75,17,4_8C_80PER_4_8C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.000739900460649769,18,4,39,4,1.9677344071086482
75,17,4_8C_80PER_4_8C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011620655901813197,18,4,39,4,2.4687476338482215
75,17,4_8C_80PER_4_8C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009128397701066832,18,4,39,39,11.02921055724184
75,18,5C_67PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.00116322219303862,6,5,39,5,2.2385902962453645
75,18,5C_67PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007444454684912194,18,5,39,5,2.2005515914571205
75,18,5C_67PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001163067240699315,18,5,39,5,2.624738221586096
75,18,5C_67PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009155450128539064,18,5,39,39,11.258439798891153
75,19,5_3C_54PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011623640397209066,6,6,39,6,3.118708664128742
75,19,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.000743507145611175,18,6,39,6,2.9238600300258115
75,19,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001162534206760367,18,6,39,6,3.1189784823774
75,19,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.000913649386287456,18,6,39,39,15.941872738996576
75,20,4_8C_80PER_4_8C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011615966165178541,6,4,39,4,1.9223381520936809
75,20,4_8C_80PER_4_8C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.000742221581746894,18,4,39,4,2.098807026252005
75,20,4_8C_80PER_4_8C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011614831998649124,18,4,39,4,1.933314769483001
75,20,4_8C_80PER_4_8C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009138049564516704,18,4,39,39,10.03372993747154
75,21,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011623512913793532,6,6,39,6,3.0255304433111383
75,21,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007430863092091812,18,6,39,6,2.9464874214683086
75,21,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001163010753673794,18,6,39,6,2.951800223954662
75,21,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009141852746960381,18,6,39,39,11.482775543052382
75,22,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011620620697439387,6,6,39,6,2.9408870451747795
75,22,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007411729188467936,18,6,39,6,2.8634964211749567
75,22,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001162198676306639,18,6,39,6,5.110304917275828
75,22,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009128715268935656,18,6,39,39,12.864261323601019
75,23,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011639622198303912,6,6,39,6,2.9880204933407115
75,23,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":1.5}",0.0007444783151307103,18,6,39,6,4.133802477982518
75,23,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001162904704905912,18,6,39,6,2.938694967303393
75,23,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009146837984958777,18,6,39,39,10.989437089101992
75,26,5_3C_54PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001162783484825863,6,6,39,6,2.7782913570313026
75,26,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007430677794788589,18,6,39,6,3.1197595308316215
75,26,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011626858477672953,18,6,39,6,3.627302325156043
75,26,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009138554355266233,18,6,39,39,14.111977792280804
75,27,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011621516130065526,6,6,39,6,4.139356403052751
75,27,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007441784383698027,18,6,39,6,3.388290707006636
75,27,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011623479618624226,18,6,39,6,3.8636408797982504
75,27,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009145804476098704,18,6,39,39,11.38527684688288
75,28,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011635021103388896,6,6,39,6,2.9216287337881495
75,28,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007439960208684411,18,6,39,6,2.9866934010026447
75,28,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011627632527736512,18,6,39,6,3.0607165526022166
75,28,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.000914647007754807,18,6,39,39,15.311078445950605
75,29,5C_67PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011614192968763364,6,5,39,5,2.6478590094897214
75,29,5C_67PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007427619113228154,18,5,39,5,2.201893758746935
75,29,5C_67PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011624337188646122,18,5,39,5,3.015095907806033
75,29,5C_67PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009139899941445422,18,5,39,39,14.128716697261279
75,30,3_7C_31PER_5_9C_NEWSTRUCTURE,trajectory,"{""L"":50,""tau_scale"":0.75}",0.001360363467039387,6,1,39,1,1.0
75,30,3_7C_31PER_5_9C_NEWSTRUCTURE,slope,"{""L"":20,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.000984427444494879,18,1,39,1,1.0
75,30,3_7C_31PER_5_9C_NEWSTRUCTURE,multivariate,"{""L"":50,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0013636074091566064,18,1,39,1,1.0
75,30,3_7C_31PER_5_9C_NEWSTRUCTURE,soft_policy,"{""L"":30,""strategy_tau"":2.0,""tau_scale"":0.75}",0.0011561251094460176,18,1,39,39,6.040038010236436
75,31,5C_67PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011633871907141874,6,5,39,5,2.3835635125611034
75,31,5C_67PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007420655294459185,18,5,39,5,2.719084567525335
75,31,5C_67PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001162861530914922,18,5,39,5,2.564965640094996
75,31,5C_67PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009136362894877171,18,5,39,39,16.352966530046896
75,32,5_3C_54PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011618861137778823,6,6,39,6,3.516030531530168
75,32,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007386347924935211,18,6,39,6,3.04199226270951
75,32,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011622196517986703,18,6,39,6,3.4077075166175104
75,32,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009133779441307232,18,6,39,39,15.226225001341598
75,33,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001161871686460016,6,6,39,6,4.396258015316504
75,33,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007420179092422251,18,6,39,6,4.082279256430235
75,33,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011624502354921247,18,6,39,6,4.746971256861857
75,33,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.000914232740549801,18,6,39,39,11.40036548486135
75,34,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011597445739881937,6,6,39,6,3.1216457348835114
75,34,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007394168925722095,18,6,39,6,2.784553115297036
75,34,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001161575325921408,18,6,39,6,3.4096714784197832
75,34,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009140322824599828,18,6,39,39,15.656542886435073
75,35,3_7C_31PER_5_9C_NEWSTRUCTURE,trajectory,"{""L"":50,""tau_scale"":0.75}",0.0011782021057705947,6,1,39,1,1.0
75,35,3_7C_31PER_5_9C_NEWSTRUCTURE,slope,"{""L"":20,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007953906053555603,18,1,39,1,1.0
75,35,3_7C_31PER_5_9C_NEWSTRUCTURE,multivariate,"{""L"":50,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011810325968809432,18,1,39,1,1.0
75,35,3_7C_31PER_5_9C_NEWSTRUCTURE,soft_policy,"{""L"":30,""strategy_tau"":2.0,""tau_scale"":0.75}",0.0009244446397376026,18,1,39,39,5.539353381635469
75,36,5_3C_54PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011629919120760078,6,6,39,6,2.803474401332727
75,36,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007446980532170741,18,6,39,6,2.944560219028632
75,36,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011623461060054695,18,6,39,6,3.2194066388934264
75,36,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.00091416583704788,18,6,39,39,14.137326503059587
75,37,5C_67PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011631442062762865,6,5,39,5,2.2745781999636523
75,37,5C_67PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007439285811985469,18,5,39,5,2.2042185104346275
75,37,5C_67PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011627573465123888,18,5,39,5,2.603645704501153
75,37,5C_67PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009156878659038714,18,5,39,39,11.480503231662023
75,38,5_3C_54PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001163006004910274,6,6,39,6,2.647010413050815
75,38,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007435586804644871,18,6,39,6,3.0067303628145847
75,38,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.001161949869326624,18,6,39,6,3.638376170735387
75,38,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009147684797515652,18,6,39,39,14.73618168040614
75,39,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011639106824575486,6,6,39,6,3.0063927232856895
75,39,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007429711224065809,18,6,39,6,2.9194976394704404
75,39,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011626516126452728,18,6,39,6,4.604540418426676
75,39,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009139356587631578,18,6,39,39,11.745407087619236
75,40,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011626973282768004,6,6,39,6,2.969011144642114
75,40,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007415820912606734,18,6,39,6,3.028746541546006
75,40,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011619286496062026,18,6,39,6,3.042190450142244
75,40,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009144199924495679,18,6,39,39,15.079974899402036
75,41,4_8C_80PER_4_8C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011618162597169565,6,4,39,4,3.1452858469365426
75,41,4_8C_80PER_4_8C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007419776312497078,18,4,39,4,3.090541675693908
75,41,4_8C_80PER_4_8C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011615196775593727,18,4,39,4,3.391410532431558
75,41,4_8C_80PER_4_8C_NEWSTRUCTURE,soft_policy,"{""L"":30,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009114838351388992,18,4,39,39,9.96724807395983
75,42,5C_67PER_4C_NEWSTRUCTURE,trajectory,"{""L"":50,""tau_scale"":0.75}",0.001161531321969814,6,5,39,5,2.1574629894349187
75,42,5C_67PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007407843821536977,18,5,39,5,2.899979362430658
75,42,5C_67PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011629721709222544,18,5,39,5,2.8948626157403856
75,42,5C_67PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009136235560474006,18,5,39,39,12.98060170132442
75,43,5_3C_54PER_4C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011646081875903284,6,6,39,6,2.677505105685942
75,43,5_3C_54PER_4C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007436599992117154,18,6,39,6,3.0996211856772433
75,43,5_3C_54PER_4C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011636177117555551,18,6,39,6,4.770654331996198
75,43,5_3C_54PER_4C_NEWSTRUCTURE,soft_policy,"{""L"":50,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009149170380276336,18,6,39,39,14.132301143330736
75,44,5_6C_19PER_4_6C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011619384463748504,6,6,39,6,3.0483348231254905
75,44,5_6C_19PER_4_6C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":1.5}",0.0007428802165593307,18,6,39,6,4.725022213923271
75,44,5_6C_19PER_4_6C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011622180186654902,18,6,39,6,3.0196843726259055
75,44,5_6C_19PER_4_6C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.0009128965943726445,18,6,39,39,10.729130161884825
75,45,5_6C_36PER_4_3C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.0011624052995028863,6,6,39,6,2.983410966012918
75,45,5_6C_36PER_4_3C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007420128015662601,18,6,39,6,3.226409854535464
75,45,5_6C_36PER_4_3C_NEWSTRUCTURE,multivariate,"{""L"":20,""dynamic_weight"":0.25,""tau_scale"":0.75}",0.0011627684136862183,18,6,39,6,4.609485776398133
75,45,5_6C_36PER_4_3C_NEWSTRUCTURE,soft_policy,"{""L"":20,""strategy_tau"":1.0,""tau_scale"":0.75}",0.000914176216236052,18,6,39,39,15.212138596881411
75,46,4_8C_80PER_4_8C_NEWSTRUCTURE,trajectory,"{""L"":20,""tau_scale"":0.75}",0.001162994507890089,6,4,39,4,1.9190834758615107
75,46,4_8C_80PER_4_8C_NEWSTRUCTURE,slope,"{""L"":30,""clip_high"":2.0,""clip_low"":0.25,""tau_scale"":0.75}",0.0007442680865138835,18,4,39,4,2.11037659546549
